rh.aparc.a2009s.area	rh_G&S_frontomargin_area	rh_G&S_occipital_inf_area	rh_G&S_paracentral_area	rh_G&S_subcentral_area	rh_G&S_transv_frontopol_area	rh_G&S_cingul-Ant_area	rh_G&S_cingul-Mid-Ant_area	rh_G&S_cingul-Mid-Post_area	rh_G_cingul-Post-dorsal_area	rh_G_cingul-Post-ventral_area	rh_G_cuneus_area	rh_G_front_inf-Opercular_area	rh_G_front_inf-Orbital_area	rh_G_front_inf-Triangul_area	rh_G_front_middle_area	rh_G_front_sup_area	rh_G_Ins_lg&S_cent_ins_area	rh_G_insular_short_area	rh_G_occipital_middle_area	rh_G_occipital_sup_area	rh_G_oc-temp_lat-fusifor_area	rh_G_oc-temp_med-Lingual_area	rh_G_oc-temp_med-Parahip_area	rh_G_orbital_area	rh_G_pariet_inf-Angular_area	rh_G_pariet_inf-Supramar_area	rh_G_parietal_sup_area	rh_G_postcentral_area	rh_G_precentral_area	rh_G_precuneus_area	rh_G_rectus_area	rh_G_subcallosal_area	rh_G_temp_sup-G_T_transv_area	rh_G_temp_sup-Lateral_area	rh_G_temp_sup-Plan_polar_area	rh_G_temp_sup-Plan_tempo_area	rh_G_temporal_inf_area	rh_G_temporal_middle_area	rh_Lat_Fis-ant-Horizont_area	rh_Lat_Fis-ant-Vertical_area	rh_Lat_Fis-post_area	rh_Pole_occipital_area	rh_Pole_temporal_area	rh_S_calcarine_area	rh_S_central_area	rh_S_cingul-Marginalis_area	rh_S_circular_insula_ant_area	rh_S_circular_insula_inf_area	rh_S_circular_insula_sup_area	rh_S_collat_transv_ant_area	rh_S_collat_transv_post_area	rh_S_front_inf_area	rh_S_front_middle_area	rh_S_front_sup_area	rh_S_interm_prim-Jensen_area	rh_S_intrapariet&P_trans_area	rh_S_oc_middle&Lunatus_area	rh_S_oc_sup&transversal_area	rh_S_occipital_ant_area	rh_S_oc-temp_lat_area	rh_S_oc-temp_med&Lingual_area	rh_S_orbital_lateral_area	rh_S_orbital_med-olfact_area	rh_S_orbital-H_Shaped_area	rh_S_parieto_occipital_area	rh_S_pericallosal_area	rh_S_postcentral_area	rh_S_precentral-inf-part_area	rh_S_precentral-sup-part_area	rh_S_suborbital_area	rh_S_subparietal_area	rh_S_temporal_inf_area	rh_S_temporal_sup_area	rh_S_temporal_transverse_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0103	663.0	805.0	982.0	1067.0	790.0	2018.0	1030.0	946.0	316.0	220.0	1506.0	821.0	390.0	509.0	2875.0	4507.0	533.0	447.0	1661.0	1119.0	1253.0	1738.0	837.0	1954.0	2153.0	1726.0	1540.0	1301.0	1792.0	1378.0	593.0	332.0	274.0	1211.0	534.0	585.0	1444.0	2102.0	233.0	182.0	985.0	2176.0	1284.0	1595.0	2121.0	912.0	553.0	830.0	992.0	564.0	339.0	1203.0	1525.0	1542.0	346.0	1770.0	452.0	1307.0	617.0	624.0	1461.0	415.0	607.0	1066.0	1665.0	947.0	1695.0	1098.0	968.0	164.0	768.0	953.0	4194.0	185.0	84287.0	1042847.0	1306228.032015
sub-0104	606.0	643.0	890.0	1032.0	682.0	1817.0	1031.0	919.0	382.0	182.0	1259.0	802.0	280.0	624.0	2443.0	4060.0	395.0	491.0	1393.0	997.0	1229.0	1707.0	749.0	1844.0	1391.0	1693.0	1596.0	1107.0	1746.0	1658.0	457.0	368.0	283.0	1159.0	467.0	482.0	1369.0	1541.0	238.0	203.0	867.0	2027.0	1171.0	1277.0	1772.0	844.0	371.0	793.0	829.0	563.0	314.0	1156.0	1340.0	1694.0	152.0	2265.0	571.0	987.0	380.0	680.0	1287.0	259.0	491.0	1077.0	1191.0	735.0	1462.0	872.0	1297.0	135.0	976.0	643.0	3692.0	191.0	76575.8	1030459.0	1117095.897251
sub-0105	819.0	953.0	859.0	844.0	948.0	2351.0	971.0	1040.0	416.0	232.0	1852.0	986.0	397.0	821.0	2790.0	4685.0	390.0	472.0	2029.0	1181.0	1075.0	2557.0	837.0	1858.0	1735.0	1612.0	1682.0	1169.0	1360.0	1646.0	549.0	148.0	249.0	1480.0	454.0	634.0	1684.0	2198.0	270.0	288.0	970.0	2463.0	1252.0	2257.0	1720.0	831.0	529.0	882.0	1080.0	709.0	283.0	1680.0	1730.0	1504.0	98.0	2091.0	798.0	1072.0	614.0	788.0	1314.0	498.0	598.0	1074.0	1826.0	1090.0	1721.0	909.0	829.0	261.0	874.0	897.0	4427.0	289.0	88484.8	1145351.0	1374946.138192
sub-0106	714.0	862.0	873.0	990.0	799.0	2264.0	895.0	1064.0	366.0	186.0	1674.0	924.0	283.0	524.0	2519.0	4925.0	423.0	379.0	1715.0	1273.0	1439.0	1793.0	658.0	1687.0	2559.0	1575.0	1465.0	1310.0	1437.0	1506.0	649.0	443.0	235.0	1171.0	660.0	461.0	1465.0	1730.0	235.0	231.0	917.0	2386.0	1164.0	1562.0	1856.0	943.0	441.0	837.0	811.0	613.0	358.0	1169.0	1560.0	2477.0	260.0	2605.0	511.0	1037.0	512.0	711.0	1106.0	203.0	650.0	843.0	1776.0	959.0	1956.0	1091.0	936.0	258.0	837.0	901.0	4120.0	199.0	84925.7	1097629.0	1232802.279774
sub-0107	666.0	992.0	870.0	1146.0	920.0	2918.0	1030.0	1424.0	291.0	164.0	1405.0	1025.0	298.0	856.0	3603.0	4904.0	459.0	761.0	1395.0	847.0	1447.0	1849.0	887.0	2001.0	2635.0	2453.0	1637.0	1402.0	1834.0	1738.0	620.0	328.0	321.0	1432.0	553.0	944.0	2178.0	2706.0	311.0	106.0	1043.0	2085.0	1348.0	1261.0	2258.0	857.0	460.0	1009.0	1135.0	875.0	232.0	1653.0	1993.0	2038.0	419.0	2860.0	751.0	817.0	522.0	878.0	1476.0	373.0	663.0	1185.0	1616.0	958.0	1691.0	1313.0	935.0	256.0	994.0	986.0	4696.0	205.0	95196.9	1233475.0	1531951.741104
sub-0108	803.0	1004.0	918.0	1347.0	1190.0	2404.0	1331.0	1284.0	346.0	197.0	1378.0	1126.0	404.0	905.0	4030.0	6010.0	599.0	590.0	1778.0	1027.0	1430.0	1814.0	1074.0	2281.0	2870.0	1928.0	1609.0	1494.0	2002.0	2162.0	711.0	329.0	375.0	1475.0	894.0	718.0	2213.0	2393.0	384.0	286.0	1107.0	2080.0	1291.0	1492.0	2362.0	914.0	556.0	933.0	1134.0	870.0	385.0	1523.0	2347.0	2225.0	391.0	2636.0	677.0	1148.0	499.0	1060.0	1874.0	285.0	640.0	1144.0	1869.0	1134.0	1696.0	1437.0	1012.0	339.0	1204.0	1407.0	5628.0	210.0	102619.0	1362511.0	1837369.163244
sub-0109	851.0	1268.0	1017.0	1126.0	932.0	2604.0	1140.0	1221.0	458.0	283.0	2319.0	1045.0	423.0	900.0	3125.0	5804.0	469.0	585.0	1914.0	1442.0	1350.0	2580.0	1099.0	2488.0	1584.0	2196.0	2321.0	1463.0	2060.0	1807.0	668.0	172.0	221.0	1392.0	648.0	613.0	2013.0	2291.0	381.0	260.0	1088.0	3063.0	1488.0	2259.0	2228.0	972.0	490.0	906.0	1030.0	1065.0	361.0	2145.0	2093.0	2086.0	229.0	2706.0	1039.0	787.0	770.0	875.0	1565.0	317.0	709.0	1283.0	2247.0	1106.0	2387.0	1400.0	1106.0	339.0	976.0	1245.0	4510.0	188.0	103588.0	1364880.0	1792922.374976
sub-0110	788.0	919.0	936.0	1213.0	1008.0	2868.0	1102.0	1177.0	324.0	171.0	1503.0	1288.0	290.0	855.0	3598.0	5317.0	517.0	452.0	1573.0	958.0	1566.0	2158.0	688.0	2382.0	2812.0	2200.0	1506.0	1602.0	1965.0	1641.0	674.0	515.0	323.0	1413.0	944.0	725.0	2028.0	2408.0	332.0	138.0	1060.0	2271.0	1274.0	1834.0	2127.0	841.0	468.0	891.0	1009.0	650.0	339.0	2235.0	1918.0	2043.0	627.0	2227.0	612.0	1075.0	413.0	886.0	1641.0	388.0	724.0	1292.0	1381.0	1078.0	2012.0	1478.0	968.0	347.0	946.0	1146.0	5159.0	149.0	98385.8	1355261.0	1680204.683201
sub-0111	591.0	830.0	1058.0	925.0	695.0	1759.0	916.0	1103.0	292.0	193.0	1250.0	937.0	257.0	685.0	2498.0	4095.0	440.0	549.0	1386.0	935.0	1251.0	1992.0	728.0	1912.0	2071.0	1563.0	1668.0	1058.0	1259.0	1569.0	570.0	126.0	189.0	1054.0	568.0	547.0	1588.0	1660.0	217.0	128.0	928.0	1955.0	1128.0	1569.0	1769.0	989.0	322.0	768.0	927.0	573.0	329.0	1373.0	1171.0	1579.0	321.0	2306.0	587.0	905.0	399.0	696.0	1423.0	330.0	563.0	969.0	1519.0	857.0	1576.0	1108.0	661.0	183.0	876.0	849.0	4168.0	135.0	78922.9	1018030.0	1380530.526494
sub-0112	776.0	690.0	1089.0	897.0	815.0	2003.0	901.0	1044.0	381.0	164.0	1396.0	1229.0	253.0	685.0	2391.0	4470.0	342.0	395.0	1544.0	938.0	1528.0	1840.0	813.0	1763.0	1704.0	1521.0	1916.0	1165.0	1535.0	1568.0	516.0	145.0	219.0	1373.0	429.0	553.0	1460.0	1854.0	296.0	130.0	973.0	2109.0	1065.0	1450.0	1854.0	998.0	337.0	825.0	902.0	851.0	254.0	1420.0	1742.0	1877.0	256.0	2441.0	491.0	982.0	646.0	775.0	1193.0	270.0	629.0	1031.0	1419.0	870.0	1704.0	1076.0	777.0	120.0	775.0	860.0	4397.0	169.0	82272.7	1065066.0	1267466.560021
sub-0113	743.0	826.0	899.0	860.0	746.0	2004.0	962.0	1090.0	427.0	204.0	1573.0	977.0	243.0	677.0	2424.0	3560.0	402.0	351.0	1230.0	985.0	1093.0	2000.0	605.0	1725.0	1775.0	1901.0	1460.0	1380.0	1499.0	1712.0	639.0	179.0	221.0	1319.0	482.0	604.0	1451.0	1940.0	330.0	188.0	962.0	2116.0	1082.0	1261.0	1738.0	887.0	320.0	769.0	1060.0	490.0	377.0	1251.0	1341.0	1482.0	315.0	1941.0	492.0	866.0	432.0	772.0	1469.0	302.0	566.0	917.0	1874.0	1059.0	1918.0	917.0	743.0	168.0	869.0	946.0	4332.0	213.0	79932.3	1045706.0	1293806.7876
sub-0114	778.0	773.0	1061.0	1141.0	1036.0	1977.0	869.0	943.0	396.0	208.0	1466.0	1052.0	210.0	420.0	2630.0	4352.0	396.0	483.0	1391.0	1228.0	1217.0	1889.0	711.0	2045.0	2238.0	1626.0	1622.0	1270.0	1740.0	1684.0	546.0	459.0	323.0	1100.0	791.0	448.0	1460.0	2250.0	308.0	164.0	898.0	2161.0	1292.0	1228.0	2004.0	1016.0	469.0	677.0	1052.0	528.0	257.0	1137.0	1546.0	2041.0	105.0	2195.0	599.0	1144.0	447.0	732.0	1687.0	272.0	572.0	1098.0	1633.0	856.0	2010.0	1117.0	932.0	233.0	858.0	985.0	4240.0	210.0	84932.3	1090531.0	1197587.80593
sub-0115	726.0	762.0	912.0	987.0	788.0	2184.0	874.0	1038.0	445.0	251.0	1795.0	840.0	266.0	579.0	2534.0	4123.0	378.0	442.0	1778.0	1146.0	1222.0	1949.0	599.0	1849.0	1874.0	1830.0	1566.0	1427.0	1354.0	1705.0	625.0	394.0	252.0	1182.0	421.0	582.0	1686.0	2168.0	212.0	159.0	913.0	1947.0	1264.0	1907.0	1758.0	951.0	399.0	800.0	959.0	634.0	226.0	1299.0	2098.0	1736.0	424.0	1993.0	495.0	1119.0	472.0	494.0	1427.0	250.0	585.0	865.0	1727.0	852.0	1706.0	1255.0	728.0	314.0	864.0	979.0	3803.0	157.0	83305.9	1032477.0	1392108.138436
sub-0116	716.0	1159.0	838.0	807.0	743.0	2038.0	770.0	946.0	382.0	199.0	1573.0	1008.0	326.0	886.0	2440.0	4283.0	469.0	461.0	1417.0	1028.0	1601.0	2003.0	805.0	1725.0	1549.0	1803.0	1743.0	1416.0	1502.0	1970.0	570.0	215.0	225.0	1299.0	413.0	624.0	1247.0	1776.0	243.0	161.0	929.0	2350.0	1038.0	1962.0	1781.0	882.0	352.0	885.0	970.0	658.0	309.0	1688.0	1507.0	1524.0	319.0	2042.0	835.0	835.0	589.0	651.0	1203.0	483.0	555.0	962.0	1445.0	811.0	1954.0	1015.0	866.0	196.0	980.0	720.0	3822.0	222.0	82724.0	1063668.0	1294870.702796
sub-0117	687.0	1193.0	740.0	1071.0	865.0	2096.0	951.0	1033.0	357.0	269.0	2223.0	833.0	287.0	793.0	2834.0	4650.0	575.0	457.0	1585.0	1363.0	1447.0	2621.0	1020.0	2083.0	1610.0	1777.0	1583.0	1296.0	1698.0	1844.0	570.0	392.0	298.0	1469.0	620.0	540.0	1776.0	1818.0	271.0	228.0	967.0	2828.0	1350.0	2559.0	2033.0	899.0	386.0	876.0	1037.0	849.0	465.0	1430.0	1679.0	1639.0	137.0	2149.0	906.0	1101.0	483.0	870.0	1422.0	353.0	585.0	1088.0	1815.0	839.0	1636.0	1112.0	868.0	280.0	702.0	861.0	3641.0	293.0	89959.7	1126977.0	1349473.739635
sub-0118	732.0	1038.0	1057.0	1357.0	1014.0	2434.0	1049.0	1166.0	338.0	198.0	1350.0	1169.0	333.0	660.0	3040.0	5297.0	511.0	655.0	1659.0	1282.0	1665.0	1567.0	797.0	2112.0	2460.0	2052.0	2319.0	1535.0	1804.0	2259.0	696.0	544.0	309.0	1274.0	556.0	577.0	1851.0	2542.0	250.0	59.0	982.0	1904.0	1425.0	1219.0	2190.0	1115.0	430.0	839.0	1026.0	808.0	257.0	1914.0	2189.0	2767.0	402.0	2620.0	566.0	1073.0	547.0	661.0	1724.0	355.0	759.0	1213.0	1922.0	1222.0	2012.0	1442.0	907.0	230.0	1336.0	1266.0	5058.0	223.0	98170.4	1282660.0	1728881.825442
sub-0119	625.0	825.0	1106.0	1119.0	772.0	2056.0	1011.0	1082.0	402.0	147.0	1549.0	1041.0	396.0	855.0	2273.0	4816.0	414.0	707.0	1446.0	1458.0	930.0	2065.0	975.0	1994.0	1453.0	1816.0	1413.0	1323.0	2060.0	2042.0	594.0	376.0	280.0	1374.0	454.0	774.0	1264.0	1764.0	402.0	221.0	1158.0	2292.0	1233.0	1777.0	2254.0	1024.0	496.0	824.0	1065.0	931.0	423.0	1432.0	1681.0	2163.0	337.0	1767.0	781.0	911.0	384.0	418.0	1233.0	432.0	683.0	1011.0	2162.0	1109.0	1708.0	1219.0	1084.0	136.0	1015.0	737.0	3519.0	315.0	87390.7	1121020.0	1229718.867021
sub-0120	645.0	761.0	1034.0	1069.0	762.0	2282.0	762.0	1054.0	285.0	231.0	1361.0	907.0	341.0	680.0	2521.0	4814.0	719.0	446.0	1774.0	1162.0	1306.0	1687.0	763.0	1913.0	2077.0	2160.0	1654.0	1261.0	1420.0	1764.0	605.0	109.0	259.0	1330.0	487.0	741.0	1690.0	2001.0	203.0	196.0	1147.0	2094.0	1312.0	1429.0	1940.0	958.0	463.0	821.0	1065.0	644.0	302.0	1616.0	1563.0	1825.0	317.0	2423.0	689.0	1304.0	589.0	767.0	1764.0	396.0	504.0	942.0	1282.0	838.0	1836.0	1085.0	863.0	235.0	722.0	933.0	4441.0	277.0	86617.2	1124240.0	1546825.809346
sub-0121	691.0	975.0	1028.0	878.0	1125.0	2204.0	1227.0	949.0	415.0	306.0	2054.0	843.0	349.0	530.0	2538.0	4571.0	390.0	411.0	1498.0	1298.0	1530.0	2278.0	751.0	1778.0	2463.0	1524.0	1466.0	1442.0	1710.0	1768.0	641.0	115.0	278.0	1341.0	438.0	482.0	1573.0	1735.0	294.0	164.0	916.0	2423.0	1109.0	1936.0	2068.0	1009.0	425.0	783.0	1081.0	584.0	402.0	1299.0	1634.0	2069.0	212.0	2516.0	637.0	1209.0	615.0	790.0	1711.0	353.0	542.0	958.0	1579.0	1015.0	1663.0	932.0	998.0	190.0	721.0	641.0	3812.0	289.0	87171.7	1116627.0	1430410.226792
sub-0122	648.0	872.0	972.0	947.0	943.0	2018.0	972.0	1037.0	414.0	216.0	1608.0	875.0	289.0	617.0	2332.0	4109.0	497.0	516.0	1690.0	962.0	1367.0	1650.0	958.0	1946.0	1805.0	1703.0	1501.0	1337.0	1686.0	1662.0	661.0	159.0	239.0	1098.0	528.0	544.0	1878.0	1932.0	344.0	242.0	886.0	2456.0	1289.0	1817.0	2083.0	848.0	362.0	808.0	961.0	1146.0	306.0	1231.0	1708.0	1773.0	427.0	2240.0	1026.0	814.0	556.0	845.0	1099.0	289.0	571.0	1064.0	1532.0	991.0	1916.0	1106.0	972.0	362.0	795.0	990.0	4049.0	196.0	85287.8	1188271.0	1308183.182692
sub-0123	849.0	1140.0	1100.0	1355.0	1056.0	2347.0	1013.0	1065.0	372.0	243.0	1593.0	1385.0	341.0	889.0	3102.0	5794.0	527.0	531.0	2066.0	1394.0	1389.0	1607.0	784.0	2294.0	2363.0	2036.0	1885.0	1420.0	1834.0	1675.0	585.0	205.0	276.0	1587.0	775.0	658.0	2001.0	2403.0	357.0	290.0	1036.0	2689.0	1286.0	1568.0	2234.0	985.0	412.0	850.0	1172.0	705.0	391.0	1645.0	1782.0	1580.0	346.0	3327.0	722.0	1164.0	531.0	959.0	1786.0	426.0	592.0	1298.0	1679.0	1061.0	2351.0	1423.0	875.0	242.0	916.0	986.0	5680.0	253.0	99541.3	1309732.0	1702131.883701
sub-0124	576.0	664.0	779.0	817.0	653.0	1570.0	790.0	734.0	333.0	201.0	1091.0	793.0	233.0	505.0	2232.0	3353.0	319.0	524.0	1395.0	809.0	1153.0	1455.0	802.0	1578.0	1603.0	1332.0	1444.0	958.0	1263.0	1457.0	541.0	315.0	233.0	1018.0	607.0	480.0	1040.0	1710.0	233.0	188.0	828.0	1838.0	994.0	1333.0	1687.0	702.0	481.0	549.0	764.0	530.0	297.0	1099.0	1099.0	1464.0	237.0	1945.0	671.0	806.0	418.0	628.0	1079.0	225.0	479.0	706.0	1245.0	689.0	1515.0	920.0	680.0	225.0	884.0	683.0	3809.0	149.0	69437.1	935840.0	1052334.054241
sub-0125	718.0	1071.0	1075.0	1140.0	890.0	2368.0	1014.0	1205.0	480.0	243.0	1611.0	867.0	278.0	987.0	3046.0	4991.0	657.0	460.0	1797.0	1081.0	1393.0	2190.0	905.0	2171.0	2576.0	2271.0	1836.0	1446.0	1640.0	1870.0	618.0	213.0	357.0	1401.0	616.0	780.0	1922.0	2305.0	324.0	274.0	1117.0	2572.0	1274.0	1717.0	2146.0	1113.0	397.0	800.0	987.0	595.0	484.0	1596.0	1557.0	1560.0	405.0	2062.0	752.0	977.0	556.0	967.0	1813.0	510.0	604.0	1243.0	1450.0	887.0	2037.0	1253.0	1088.0	157.0	873.0	935.0	5077.0	365.0	95014.9	1235556.0	1368269.34666
sub-0126	638.0	666.0	997.0	855.0	788.0	2185.0	970.0	1240.0	436.0	170.0	1398.0	910.0	225.0	781.0	2893.0	5046.0	587.0	439.0	1591.0	954.0	1176.0	1708.0	643.0	2519.0	2138.0	1464.0	1721.0	1358.0	1758.0	1554.0	654.0	227.0	275.0	1237.0	739.0	583.0	1719.0	2255.0	307.0	219.0	838.0	2114.0	1153.0	1529.0	2068.0	1031.0	419.0	825.0	1028.0	508.0	254.0	1402.0	1536.0	1944.0	172.0	2070.0	740.0	932.0	398.0	789.0	1471.0	300.0	667.0	1254.0	1458.0	1179.0	1815.0	1291.0	1281.0	165.0	629.0	992.0	4581.0	254.0	87112.3	1168528.0	1354407.834998
sub-0127	721.0	808.0	817.0	1044.0	1014.0	2130.0	980.0	1042.0	328.0	188.0	1464.0	1065.0	330.0	570.0	3350.0	5040.0	400.0	636.0	1939.0	917.0	1284.0	2134.0	1012.0	2260.0	2451.0	1567.0	1823.0	1335.0	1538.0	1787.0	667.0	343.0	253.0	1155.0	551.0	513.0	1580.0	2047.0	282.0	187.0	894.0	2019.0	1372.0	1425.0	1796.0	738.0	490.0	863.0	1102.0	882.0	312.0	1622.0	1428.0	1894.0	167.0	2658.0	516.0	743.0	633.0	766.0	1249.0	319.0	610.0	1147.0	1707.0	969.0	1913.0	1576.0	809.0	225.0	1096.0	1044.0	4706.0	240.0	89479.9	1189014.0	1388551.522021
sub-0128	696.0	1411.0	999.0	1001.0	748.0	1951.0	840.0	1063.0	387.0	318.0	2040.0	855.0	247.0	803.0	2347.0	5534.0	412.0	412.0	2526.0	1542.0	1537.0	2342.0	1306.0	1885.0	1837.0	1430.0	1469.0	1184.0	2054.0	1605.0	615.0	302.0	231.0	1166.0	531.0	531.0	1652.0	2129.0	283.0	136.0	887.0	2936.0	1273.0	2319.0	2067.0	894.0	386.0	814.0	869.0	445.0	357.0	1368.0	1747.0	1777.0	173.0	1978.0	1227.0	1305.0	771.0	1002.0	1613.0	413.0	578.0	953.0	1943.0	964.0	1152.0	929.0	1269.0	314.0	838.0	773.0	4763.0	159.0	91613.8	1241378.0	1614246.708114
sub-0129	612.0	681.0	915.0	1119.0	751.0	2005.0	839.0	993.0	426.0	167.0	1483.0	1033.0	312.0	610.0	2694.0	4089.0	359.0	402.0	1569.0	1115.0	971.0	1814.0	1164.0	1895.0	2022.0	1809.0	1622.0	1449.0	1656.0	1775.0	566.0	410.0	309.0	1310.0	499.0	506.0	1911.0	2003.0	257.0	244.0	906.0	2010.0	1121.0	1377.0	1979.0	864.0	396.0	702.0	926.0	707.0	379.0	1574.0	1390.0	2069.0	373.0	1886.0	598.0	1028.0	409.0	698.0	1221.0	330.0	511.0	1129.0	1844.0	748.0	1623.0	1180.0	862.0	290.0	1015.0	1031.0	4362.0	143.0	84043.6	1100023.0	1286549.332646
sub-0130	625.0	1009.0	804.0	847.0	822.0	2039.0	878.0	791.0	362.0	307.0	1713.0	1012.0	374.0	1094.0	2598.0	4554.0	426.0	405.0	1694.0	1092.0	1580.0	2062.0	894.0	1755.0	1972.0	1592.0	1416.0	1131.0	1331.0	1918.0	577.0	139.0	289.0	1070.0	524.0	707.0	1632.0	2005.0	406.0	276.0	955.0	3008.0	1054.0	2079.0	1831.0	879.0	334.0	725.0	1028.0	878.0	426.0	1734.0	1338.0	1741.0	380.0	1807.0	998.0	796.0	488.0	510.0	1205.0	434.0	412.0	750.0	1263.0	715.0	1405.0	779.0	792.0	165.0	1118.0	729.0	4334.0	206.0	84013.5	1100980.0	1271007.993467
sub-0131	750.0	999.0	913.0	982.0	980.0	2599.0	1158.0	1306.0	386.0	210.0	1630.0	1113.0	254.0	712.0	3306.0	5126.0	476.0	518.0	1560.0	1127.0	1180.0	2366.0	1018.0	2569.0	2173.0	1871.0	1742.0	1446.0	1853.0	2088.0	629.0	398.0	232.0	1278.0	662.0	594.0	1945.0	2142.0	319.0	253.0	847.0	2540.0	1165.0	1786.0	2263.0	954.0	503.0	812.0	1089.0	937.0	332.0	1974.0	1971.0	2530.0	513.0	2290.0	633.0	968.0	469.0	769.0	1365.0	449.0	776.0	1473.0	1548.0	1189.0	1775.0	1404.0	1252.0	346.0	928.0	1065.0	4525.0	239.0	96538.3	1304447.0	1764190.675041
sub-0132	666.0	801.0	876.0	865.0	659.0	1722.0	827.0	830.0	344.0	171.0	1316.0	825.0	281.0	603.0	2371.0	3995.0	358.0	405.0	1229.0	926.0	1041.0	1403.0	843.0	1814.0	1966.0	1421.0	1624.0	1178.0	1393.0	1431.0	517.0	242.0	282.0	1164.0	530.0	496.0	1954.0	2095.0	159.0	193.0	839.0	1798.0	1312.0	1354.0	1757.0	792.0	359.0	751.0	846.0	674.0	276.0	1158.0	1178.0	1605.0	343.0	2356.0	534.0	1017.0	560.0	542.0	1512.0	369.0	473.0	1045.0	1345.0	787.0	1446.0	968.0	706.0	282.0	733.0	1182.0	4264.0	169.0	77148.6	1022236.0	1162101.650501
sub-0133	781.0	993.0	967.0	1109.0	902.0	2326.0	1067.0	1128.0	451.0	209.0	1598.0	916.0	230.0	541.0	2537.0	5475.0	383.0	530.0	1495.0	1118.0	1646.0	1877.0	845.0	1977.0	1956.0	1971.0	1878.0	1492.0	1817.0	2229.0	651.0	514.0	217.0	1285.0	605.0	606.0	1828.0	2145.0	220.0	205.0	937.0	2292.0	1324.0	1582.0	2380.0	1050.0	411.0	892.0	870.0	879.0	425.0	1355.0	1628.0	2398.0	375.0	2525.0	488.0	1001.0	559.0	879.0	1457.0	362.0	638.0	989.0	2133.0	1012.0	2009.0	1390.0	1042.0	335.0	1044.0	988.0	3785.0	123.0	92275.7	1267941.0	1387763.249643
sub-0134	611.0	850.0	843.0	819.0	903.0	2178.0	1081.0	1092.0	294.0	172.0	1510.0	957.0	282.0	742.0	2658.0	4963.0	438.0	486.0	1372.0	1076.0	1452.0	2074.0	623.0	1928.0	2446.0	1926.0	1816.0	1500.0	1518.0	1380.0	600.0	211.0	288.0	1379.0	579.0	607.0	1806.0	1896.0	218.0	187.0	935.0	2660.0	1090.0	1796.0	1932.0	852.0	459.0	815.0	968.0	581.0	420.0	1407.0	1684.0	2092.0	377.0	2177.0	621.0	1041.0	445.0	911.0	1561.0	405.0	597.0	967.0	1661.0	1068.0	2161.0	1241.0	838.0	51.0	686.0	689.0	4417.0	245.0	87615.1	1148514.0	1328781.652489
sub-0135	535.0	733.0	884.0	921.0	759.0	2074.0	738.0	928.0	354.0	174.0	1392.0	1023.0	208.0	641.0	2715.0	4140.0	591.0	397.0	1396.0	1016.0	1320.0	1977.0	792.0	1809.0	2446.0	1602.0	1617.0	1270.0	1638.0	1542.0	597.0	330.0	250.0	1332.0	440.0	650.0	1968.0	2195.0	332.0	241.0	997.0	2013.0	1301.0	1719.0	2083.0	791.0	340.0	865.0	856.0	675.0	361.0	1296.0	1475.0	1755.0	267.0	2100.0	666.0	1107.0	524.0	748.0	1212.0	430.0	583.0	1023.0	1261.0	752.0	1707.0	1170.0	890.0	167.0	941.0	1012.0	4519.0	220.0	83794.3	1087460.0	1211561.579842
sub-0136	614.0	1006.0	760.0	1053.0	645.0	2025.0	832.0	929.0	297.0	175.0	1370.0	888.0	222.0	575.0	2198.0	4535.0	407.0	418.0	1301.0	1045.0	1240.0	1927.0	830.0	1739.0	2141.0	1677.0	1338.0	1243.0	1502.0	1522.0	537.0	312.0	258.0	1163.0	710.0	628.0	1707.0	1923.0	269.0	144.0	832.0	2020.0	1453.0	1335.0	1825.0	761.0	367.0	724.0	892.0	549.0	386.0	1444.0	1402.0	1805.0	377.0	1948.0	334.0	811.0	516.0	798.0	1749.0	272.0	492.0	1040.0	1355.0	978.0	1647.0	1199.0	842.0	86.0	1048.0	985.0	4514.0	188.0	81081.2	1016367.0	1270118.732709
sub-0137	800.0	1183.0	1049.0	1074.0	1007.0	2329.0	1193.0	1254.0	385.0	216.0	1504.0	842.0	308.0	634.0	2928.0	5411.0	414.0	591.0	2161.0	1140.0	1602.0	2121.0	773.0	2292.0	2621.0	1769.0	1833.0	1292.0	1832.0	2055.0	660.0	453.0	243.0	1382.0	779.0	679.0	2440.0	2756.0	238.0	178.0	924.0	2451.0	1392.0	1848.0	2057.0	1017.0	542.0	881.0	957.0	681.0	292.0	1266.0	1965.0	2194.0	274.0	2436.0	717.0	1060.0	635.0	715.0	1744.0	326.0	636.0	1205.0	1656.0	1023.0	1652.0	1395.0	1134.0	256.0	1156.0	1098.0	4431.0	244.0	96683.4	1214336.0	1528498.946679
